about,prefLabel,altLabel,broader,facetaAcronimo,faceta
presidencia.republica;secretaria.administracao.publica,"Presidência da República. Secretaria de Administração Pública",SEDAP,#presidencia.republica,SEDAP – Secretaria de Administração Pública,Federal::Executivo::Presidência da República::Secretaria de Administração Pública
presidencia.republica;secretaria.planejamento.coordenacao,"Presidência da República. Secretaria de Planejamento e Coordenação",SEPLAN,#presidencia.republica,SEPLAN – Secretaria de Planejamento e Coordenação,Federal::Executivo::Presidência da República::Secretaria de Planejamento e Coordenação
presidencia.republica;secretaria.administracao.federal,"Presidência da República. Secretaria de Administração Federal",SAF,#presidencia.republica,SAF – Secretaria de Administração Federal,Federal::Executivo::Presidência da República::Secretaria de Administração Federal
ministerio.trabalho.administracao,"Ministério do Trabalho e da Administração",MTA,,MTA – Ministério do Trabalho e da Administração,Federal::Executivo::Ministério do Trabalho e da Administração
ministerio.administracao.federal.reforma.estado,"Ministério da Administração Federal e Reforma do Estado",MARE,,MARE – Ministério da Administração Federal e Reforma do Estado,Federal::Executivo::Ministério da Administração Federal e Reforma do Estado
ministerio.administracao.federal.reforma.estado;secretaria.recursos.humanos,"Ministério da Administração Federal e Reforma do Estado. Secretaria de Recursos Humanos",SRH,#ministerio.administracao.federal.reforma.estado,SRH – Secretaria de Recursos Humanos,Federal::Executivo::Ministério da Administração Federal e Reforma do Estado::Secretaria de Recursos Humanos
ministerio.orcamento.gestao,"Ministério de Orçamento e Gestão",MOG,,MOG – Ministério de Orçamento e Gestão,Federal::Executivo::Ministério de Orçamento e Gestão
ministerio.orcamento.gestao;secretaria.estado.administracao.patrimonio,"Ministério de Orçamento e Gestão. Secretaria de Estado de Administração e Patrimônio",SEAP,#ministerio.orcamento.gestao,SEAP – Secretaria de Estado de Administração e Patrimônio,Federal::Executivo::Ministério de Orçamento e Gestão::Secretaria de Estado de Administração e Patrimônio
ministerio.orcamento.gestao;secretaria.gestao,"Ministério de Orçamento e Gestão. Secretaria de Gestão",SEGES,#ministerio.orcamento.gestao,SEGES – Secretaria de Gestão,Federal::Executivo::Ministério de Orçamento e Gestão::Secretaria de Gestão
ministerio.planejamento.orcamento.gestao;secretaria.recursos.humanos,"Ministério do Planejamento, Orçamento e Gestão. Secretaria de Recursos Humanos",SRH,#ministerio.planejamento.orcamento.gestao,SRH – Secretaria de Recursos Humanos,"Federal::Executivo::Ministério do Planejamento, Orçamento e Gestão::Secretaria de Recursos Humanos"
departamento.administrativo.servico.publico,"Departamento Administrativo do Serviço Público","Departamento Administrativo do Pessoal Civil",,DASP – Departamento Administrativo do Serviço Público,Federal::Executivo::Departamento Administrativo do Serviço Público
ministerio.trabalho.administracao;secretaria.administracao.federal,"Ministério do Trabalho e da Administração. Secretaria da Administração Federal",SAF,#ministerio.trabalho.administracao,SAF – Secretaria da Administração Federal,Federal::Executivo::Ministério do Trabalho e da Administração::Secretaria da Administração Federal
ministerio.planejamento.orcamento.gestao;secretaria.logistica.tecnologia.informacao,"Ministério do Planejamento, Orçamento e Gestão. Secretaria de Logística e Tecnologia da Informação",SLTI,#ministerio.planejamento.orcamento.gestao,SLTI – Secretaria de Logística e Tecnologia da Informação,"Federal::Executivo::Ministério do Planejamento, Orçamento e Gestão::Secretaria de Logística e Tecnologia da Informação"
ministerio.planejamento.orcamento.gestao;secretaria.recursos.humanos;coordenacao.geral.sistematizacao.aplicacao.legislacao,"Ministério do Planejamento, Orçamento e Gestão. Secretaria de Recursos Humanos. Coordenação-Geral de Sistematização e Aplicação da Legislação",,#ministerio.planejamento.orcamento.gestao;secretaria.recursos.humanos,,"Federal::Executivo::Ministério do Planejamento, Orçamento e Gestão::Secretaria de Recursos Humanos::Coordenação-Geral de Sistematização e Aplicação da Legislação"
ministerio.planejamento.orcamento.gestao;secretaria.recursos.humanos;departamento.normas,"Ministério do Planejamento, Orçamento e Gestão. Secretaria de Recursos Humanos. Departamento de Normas",DENOP,#ministerio.planejamento.orcamento.gestao;secretaria.recursos.humanos,DENOP – Departamento de Normas,"Federal::Executivo::Ministério do Planejamento, Orçamento e Gestão::Secretaria de Recursos Humanos::Departamento de Normas"
presidencia.republica;secretaria.administracao.federal;departamento.recursos.humanos,"Presidência da República. Secretaria de Administração Federal. Departamento de Recursos Humanos",,#presidencia.republica;secretaria.administracao.federal,,Federal::Executivo::Presidência da República::Secretaria de Administração Federal::Departamento de Recursos Humanos
ministerio.previdencia.social;secretaria.politicas.previdencia.social,"Ministério da Previdência Social. Secretaria de Políticas de Previdência Social",SPPS,#ministerio.previdencia.social,SPPS – Secretaria de Políticas de Previdência Social,Federal::Executivo::Ministério da Previdência Social::Secretaria de Políticas de Previdência Social
ministerio.previdencia.social;secretaria.previdencia.social,"Ministério da Previdência Social. Secretaria de Previdência Social",SPS,#ministerio.previdencia.social,SPS – Secretaria de Previdência Social,Federal::Executivo::Ministério da Previdência Social::Secretaria de Previdência Social
ministerio.administracao.federal.reforma.estado;secretaria.executiva,"Ministério da Administração Federal e Reforma do Estado. Secretaria Executiva",SE,#ministerio.administracao.federal.reforma.estado,SE – Secretaria Executiva,Federal::Executivo::Ministério da Administração Federal e Reforma do Estado::Secretaria Executiva
procuradoria.geral,Procuradoria-Geral,PG,,PG – Procuradoria-Geral,Distrital::Procuradoria-Geral
tribunal.contas,"Tribunal de Contas",TC,,TC – Tribunal de Contas,Distrital::Tribunal de Contas
tribunal.justica.distrito.federal.territorios;turma.recursal.juizados.especiais.civeis.criminais.df.3,"Tribunal de Justiça do Distrito Federal e dos Territórios. 3ª Turma Recursal dos Juizados Especiais Cíveis e Criminais do DF",,#tribunal.justica.distrito.federal.territorios,,Distrital::Tribunal de Justiça do Distrito Federal e dos Territórios::3ª Turma Recursal dos Juizados Especiais Cíveis e Criminais do DF
ministerio.fazenda;comite.gestor.programa.recuperacao.fiscal,"Ministério da Fazenda. Comitê Gestor do Programa de Recuperação Fiscal",CGREFIS,#ministerio.fazenda,CGREFIS – Comitê Gestor do Programa de Recuperação Fiscal,Federal::Executivo::Ministério da Fazenda::Comitê Gestor do Programa de Recuperação Fiscal
ministerio.fazenda;comite.gestor.simples.nacional,"Ministério da Fazenda. Comitê Gestor do Simples Nacional",CGSN,#ministerio.fazenda,CGSN – Comitê Gestor do Simples Nacional,Federal::Executivo::Ministério da Fazenda::Comitê Gestor do Simples Nacional
instituto.nacional.seguro.social,"Instituto Nacional do Seguro Social",INSS,,INSS – Instituto Nacional do Seguro Social,Federal::Executivo::Ministério da Previdência::Instituto Nacional do Seguro Social
fundo.nacional.desenvolvimento.educacao,"Fundo Nacional de Desenvolvimento da Educação",FNDE,,FNDE – Fundo Nacional de Desenvolvimento da Educação,Federal::Executivo::Ministério da Educação::Fundo Nacional de Desenvolvimento da Educação
ministerio.fazenda;secretaria.executiva,"Ministério da Fazenda. Secretaria Executiva",,#ministerio.fazenda,,Federal::Executivo::Ministério da Fazenda::Secretaria Executiva
ministerio.fazenda;secretaria.executiva;subsecretaria.planejamento.orcamento.administracao,"Ministério da Fazenda. Secretaria Executiva. Subsecretaria de Planejamento, Orçamento e Administração",SPOA,#ministerio.fazenda;secretaria.executiva,"SPOA – Subsecretaria de Planejamento, Orçamento e Administração","Federal::Executivo::Ministério da Fazenda::Secretaria Executiva::Subsecretaria de Planejamento, Orçamento e Administração"
ministerio.transportes,"Ministério dos Transportes",MT,,MT – Ministério dos Transportes,Federal::Executivo::Ministério dos Transportes
ministerio.relacoes.exteriores,"Ministério das Relações Exteriores",MRE,,MRE – Ministério das Relações Exteriores,Federal::Executivo::Ministério das Relações Exteriores
ministerio.agricultura.pecuaria.abastecimento,"Ministério da Agricultura, Pecuária e Abastecimento",MAPA,,"MAPA – Ministério da Agricultura, Pecuária e Abastecimento","Federal::Executivo::Ministério da Agricultura, Pecuária e Abastecimento"
ministerio.agricultura.pecuaria.abastecimento;secretaria.defesa.agropecuaria,"Ministério da Agricultura, Pecuária e Abastecimento. Secretaria de Defesa Agropecuária",SDA,#ministerio.agricultura.pecuaria.abastecimento,SDA – Secretaria de Defesa Agropecuária,"Federal::Executivo::Ministério da Agricultura, Pecuária e Abastecimento::Secretaria de Defesa Agropecuária"
ministerio.desenvolvimento.industria.comercio.exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior",MDIC,,"MDIC – Ministério do Desenvolvimento, Indústria e Comércio Exterior","Federal::Executivo::Ministério do Desenvolvimento, Indústria e Comércio Exterior"
ministerio.desenvolvimento.industria.comercio.exterior;secretaria.comercio.exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior. Secretaria de Comércio Exterior",SECEX,#ministerio.desenvolvimento.industria.comercio.exterior,SECEX – Secretaria de Comércio Exterior,"Federal::Executivo::Ministério do Desenvolvimento, Indústria e Comércio Exterior::Secretaria de Comércio Exterior"
ministerio.fazenda;secretaria.tesouro.nacional,"Ministério da Fazenda. Secretaria do Tesouro Nacional",STN,#ministerio.fazenda,STN – Secretaria do Tesouro Nacional,Federal::Executivo::Ministério da Fazenda::Secretaria do Tesouro Nacional
agencia.nacional.vigilancia.sanitaria,"Agência Nacional de Vigilância Sanitária",DELETADO,,"ANVISA, ANVS – Agência Nacional de Vigilância Sanitária",Federal::Executivo::Agência Nacional de Vigilância Sanitária
ministerio.cultura,"Ministério da Cultura",MINC,,MINC – Ministério da Cultura,Federal::Executivo::Ministério da Cultura
ministerio.fazenda;comissao.valores.mobiliarios,"Ministério da Fazenda. Comissão de Valores Mobiliários",CVM,#ministerio.fazenda,CVM – Comissão de Valores Mobiliários,Federal::Executivo::Ministério da Fazenda::Comissão de Valores Mobiliários
ministerio.desenvolvimento.agrario,"Ministério do Desenvolvimento Agrário",MDA,,MDA – Ministério do Desenvolvimento Agrário,Federal::Executivo::Ministério do Desenvolvimento Agrário
instituto.nacional.colonizacao.reforma.agraria,"Instituto Nacional de Colonização e Reforma Agrária",INCRA,,INCRA – Instituto Nacional de Colonização e Reforma Agrária,Federal::Executivo::Ministério do Desenvolvimento Agrário::Instituto Nacional de Colonização e Reforma Agrária
ministerio.meio.ambiente,"Ministério do Meio Ambiente",MMA,,,Federal::Executivo::Ministério do Meio Ambiente
instituto.brasileiro.meio.ambiente.recursos.naturais.renovaveis,"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis",IBAMA,,IBAMA – Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis,Federal::Executivo::Ministério do Meio Ambiente::Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis
ministerio.previdencia.social;secretaria.previdencia.complementar,"Ministério da Previdência Social. Secretaria de Previdência Complementar",DELETADO,#ministerio.previdencia.social,SPCO – Secretaria de Previdência Complementar,Federal::Executivo::Ministério da Previdência Social::Secretaria de Previdência Complementar
ministerio.fazenda;superintendencia.seguros.privados,"Ministério da Fazenda. Superintendência de Seguros Privados",SUSEP,#ministerio.fazenda,SUSEP – Superintendência de Seguros Privados,Federal::Executivo::Ministério da Fazenda::Superintendência de Seguros Privados
comando.aeronautica,"Comando da Aeronáutica",COMAER,,COMAER – Comando da Aeronáutica,Federal::Executivo::Ministério da Defesa::Comando da Aeronáutica
comando.aeronautica;departamento.aviacao.civil,"Comando da Aeronáutica. Departamento de Aviação Civil",DAC,#comando.aeronautica,DAC – Departamento de Aviação Civil,Federal::Executivo::Ministério da Defesa::Comando da Aeronáutica::Departamento de Aviação Civil
ministerio.justica;departamento.policia.federal,"Ministéio da Justiça. Departamento de Polícia Federal",DPF,#ministerio.justica,DPF – Departamento de Polícia Federal,Federal::Executivo::Ministéio da Justiça::Departamento de Polícia Federal
ministerio.minas.energia,"Ministério de Minas e Energia",MME,,MME – Ministério de Minas e Energia,Federal::Executivo::Ministério de Minas e Energia
ministerio.minas.energia;departamento.nacional.producao.mineral,"Ministério de Minas e Energia. Departamento Nacional de Produção Mineral",DNPM,#ministerio.minas.energia,DNPM – Departamento Nacional de Produção Mineral,Federal::Executivo::Ministério de Minas e Energia::Departamento Nacional de Produção Mineral
empresa.brasileira.infra.estrutura.aeroportuaria,"Empresa Brasileira de Infra-Estrutura Aeroportuária",INFRAERO,,INFRAERO – Empresa Brasileira de Infra-Estrutura Aeroportuária,Federal::Executivo::Secretaria de Aviação Civil::Empresa Brasileira de Infra-Estrutura Aeroportuária
ministerio.industria.comercio.turismo,"Ministério da Indústria, do Comércio e do Turismo",,,,"Federal::Executivo::Ministério da Indústria, do Comércio e do Turismo"
ministerio.industria.comercio.turismo;secretaria.politica.comercial,"Ministério da Indústria, do Comércio e do Turismo. Secretaria de Política Comercial",SPC,#ministerio.industria.comercio.turismo,SPC – Secretaria de Política Comercial,"Federal::Executivo::Ministério da Indústria, do Comércio e do Turismo::Secretaria de Política Comercial"
"instituto.nacional.seguro.social,ministerio.fazenda;secretaria.receita.federal.brasil","Instituto Nacional do Seguro Social; Ministério da Fazenda, Secretaria da Receita Federal do Brasil",,,,
